"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MoSold","YrSold","SalePrice"
790,60,"RL",NA,12205,"Pave",NA,"IR1","Low","AllPub","Inside","Gtl","Norm","1Fam",6,8,1966,2007,"Gable","CompShg","BrkFace",157,"TA","TA",832,"GasA","Gd","Y","SBrkr",976,1111,0,2087,0,0,2,1,5,1,"Gd",9,0,2,444,"TA","TA","Y",133,168,0,0,0,0,NA,7,2007,187500
791,120,"RL",43,3182,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",7,5,2005,2006,"Gable","CompShg","BrkFace",11,"Gd","TA",1145,"GasA","Ex","Y","SBrkr",1145,0,0,1145,0,0,2,0,2,1,"Gd",5,1,2,397,"TA","TA","Y",100,16,0,0,0,0,NA,9,2009,NA
792,80,"RL",NA,11333,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,5,1976,1976,"Gable","CompShg","None",0,"TA","TA",1029,"GasA","TA","Y","SBrkr",1062,0,0,1062,1,0,1,0,3,1,"TA",5,2,2,539,"TA","TA","Y",120,0,0,0,0,0,NA,5,2007,146800
793,60,"RL",92,9920,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,1996,1997,"Gable","CompShg","None",0,"Gd","TA",1117,"GasA","Ex","Y","SBrkr",1127,886,0,2013,1,0,2,1,3,1,"TA",8,1,2,455,"TA","TA","Y",180,130,0,0,0,0,NA,6,2007,269790
794,20,"RL",76,9158,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2007,2007,"Gable","CompShg","Stone",140,"Gd","TA",1496,"GasA","Ex","Y","SBrkr",1496,0,0,1496,0,0,2,0,3,1,"Gd",7,0,2,474,"TA","TA","Y",168,130,0,0,0,0,NA,6,2007,NA
795,60,"RL",NA,10832,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,5,1994,1996,"Gable","CompShg","None",0,"Gd","TA",712,"GasA","Ex","Y","SBrkr",1086,809,0,1895,0,0,2,1,3,1,"Gd",7,1,2,409,"TA","TA","Y",143,46,0,0,0,0,NA,10,2008,NA
796,60,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1980,1981,"Gable","CompShg","BrkFace",130,"TA","TA",650,"GasA","TA","Y","SBrkr",888,676,0,1564,0,0,2,1,3,1,"TA",7,1,2,476,"TA","TA","Y",0,50,0,0,204,0,NA,4,2010,NA
797,20,"RL",71,8197,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1977,1977,"Gable","CompShg","BrkFace",148,"TA","TA",660,"GasA","Ex","Y","SBrkr",1285,0,0,1285,0,0,1,1,3,1,"TA",7,1,2,528,"TA","TA","Y",138,0,0,0,0,0,NA,4,2007,NA
798,20,"RL",57,7677,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1953,1953,"Gable","CompShg","None",0,"TA","TA",773,"GasA","Gd","Y","SBrkr",773,0,0,773,0,0,1,0,2,1,"TA",4,0,1,240,"TA","TA","Y",0,0,0,0,0,0,NA,4,2008,110000
799,60,"RL",104,13518,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",9,5,2008,2009,"Hip","CompShg","Stone",860,"Ex","TA",1926,"GasA","Ex","Y","SBrkr",1966,1174,0,3140,0,0,3,1,4,1,"Ex",11,2,3,820,"TA","TA","Y",144,78,0,0,0,0,NA,7,2009,NA
800,50,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Feedr","1Fam",5,7,1937,1950,"Gable","CompShg","BrkFace",252,"TA","TA",731,"GasA","Ex","Y","SBrkr",981,787,0,1768,1,0,1,1,3,1,"Gd",7,2,1,240,"TA","TA","Y",0,0,264,0,0,0,NA,6,2007,175000
801,60,"RL",79,12798,"Pave",NA,"IR1","HLS","AllPub","Inside","Mod","Feedr","1Fam",6,5,1997,1997,"Gable","CompShg","None",0,"TA","TA",616,"GasA","Gd","Y","SBrkr",616,1072,0,1688,1,0,2,1,4,1,"Gd",8,0,2,603,"TA","TA","Y",403,114,185,0,0,0,NA,5,2008,200000
802,30,"RM",40,4800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,7,1916,1990,"Gable","CompShg","None",0,"TA","TA",1196,"GasA","Ex","Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,"TA",5,0,2,440,"TA","TA","Y",0,0,0,0,0,0,NA,7,2007,109900
803,60,"RL",63,8199,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2005,2005,"Gable","CompShg","None",0,"Gd","TA",728,"GasA","Ex","Y","SBrkr",728,728,0,1456,1,0,2,1,3,1,"Gd",7,1,2,410,"TA","TA","Y",36,18,0,0,0,0,NA,10,2008,189000
804,60,"RL",107,13891,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",9,5,2008,2009,"Hip","CompShg","Stone",424,"Ex","TA",1734,"GasA","Ex","Y","SBrkr",1734,1088,0,2822,0,0,3,1,4,1,"Ex",12,1,3,1020,"TA","TA","Y",52,170,0,0,192,0,NA,1,2009,582933
805,20,"RL",75,9000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1954,1954,"Gable","CompShg","None",0,"TA","TA",936,"GasA","TA","Y","SBrkr",1128,0,0,1128,0,0,1,0,2,1,"TA",5,0,1,286,"TA","TA","Y",0,0,0,0,0,0,NA,6,2006,118000
806,20,"RL",91,12274,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Norm","1Fam",7,5,2008,2008,"Gable","CompShg","Stone",256,"Gd","TA",1417,"GasA","Ex","Y","SBrkr",1428,0,0,1428,0,0,2,0,3,1,"Ex",6,0,2,554,"TA","TA","Y",0,60,0,0,0,0,NA,7,2008,NA
807,80,"RL",75,9750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1967,1967,"Gable","CompShg","None",0,"TA","TA",980,"GasA","Gd","Y","SBrkr",980,0,0,980,0,0,2,0,3,1,"TA",6,0,1,384,"TA","TA","Y",68,0,0,0,0,0,NA,10,2006,135500
808,70,"RL",144,21384,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1923,2004,"Gable","CompShg","None",0,"TA","TA",1324,"GasA","Ex","Y","SBrkr",1072,504,0,1576,2,0,1,1,3,1,"Gd",6,1,2,528,"TA","TA","Y",0,312,0,0,0,0,NA,5,2009,223500
809,80,"RL",85,13400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1966,1966,"Gable","CompShg","BrkFace",1047,"TA","TA",1024,"GasA","TA","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,1,2,484,"TA","TA","Y",0,0,0,0,0,0,NA,6,2006,NA
810,75,"RM",90,8100,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,5,1898,1965,"Hip","CompShg","None",0,"TA","TA",849,"GasA","TA","N","FuseA",1075,1063,0,2138,0,0,2,0,2,3,"TA",11,0,2,360,"Fa","Po","N",40,156,0,0,0,0,NA,11,2009,106000
811,20,"RL",78,10140,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1974,1999,"Hip","CompShg","BrkFace",99,"TA","TA",1040,"GasA","Fa","Y","SBrkr",1309,0,0,1309,1,0,1,1,3,1,"Gd",5,1,2,484,"TA","TA","Y",265,0,0,0,0,648,"Fa",1,2006,181000
812,120,"RM",NA,4438,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,2004,2004,"Gable","CompShg","BrkFace",169,"Gd","TA",848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,1,2,420,"TA","TA","Y",140,0,0,0,0,0,NA,6,2008,144500
813,20,"C (all)",66,8712,"Grvl",NA,"Reg","Bnk","AllPub","Inside","Mod","Norm","1Fam",5,5,1952,1952,"Hip","CompShg","None",0,"Fa","TA",540,"GasA","TA","N","FuseA",1044,0,0,1044,0,0,1,0,2,1,"Fa",4,0,2,504,"TA","TA","N",0,0,0,0,0,0,NA,6,2010,NA
814,20,"RL",75,9750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1958,1958,"Gable","CompShg","BrkFace",243,"TA","TA",1442,"GasA","Gd","Y","SBrkr",1442,0,0,1442,0,0,1,1,4,1,"TA",7,0,1,301,"TA","TA","Y",0,0,275,0,0,0,NA,4,2007,157900
815,50,"RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1918,1950,"Gable","CompShg","None",0,"TA","TA",686,"GasW","Gd","Y","SBrkr",686,564,0,1250,0,1,1,1,3,1,"Fa",7,0,1,280,"TA","TA","P",207,0,96,0,0,0,NA,7,2006,116000
816,20,"RL",48,12137,"Pave",NA,"IR2","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,1998,1998,"Gable","CompShg","BrkFace",442,"TA","TA",1649,"GasA","Ex","Y","SBrkr",1661,0,0,1661,0,0,2,0,3,1,"Gd",6,0,2,598,"TA","TA","Y",0,34,0,0,0,0,NA,5,2010,224900
817,20,"RL",NA,11425,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,6,1954,1954,"Gable","CompShg","None",0,"TA","TA",1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",4,1,1,275,"TA","TA","Y",0,0,120,0,0,0,NA,7,2006,137000
818,20,"RL",NA,13265,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",8,5,2002,2002,"Hip","CompShg","BrkFace",148,"Gd","TA",1568,"GasA","Ex","Y","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"Gd",7,2,3,857,"TA","TA","Y",150,59,0,0,0,0,NA,7,2008,NA
819,80,"RL",80,8816,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,7,1971,1971,"Gable","CompShg","BrkFace",80,"TA","TA",1010,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1,0,3,1,"TA",6,0,2,440,"TA","TA","Y",0,0,0,0,0,0,NA,6,2010,155000
820,120,"RL",44,6371,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",7,5,2009,2010,"Gable","CompShg","Stone",128,"Gd","TA",1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,1,2,484,"TA","TA","Y",192,35,0,0,0,0,NA,6,2010,224000
821,60,"RL",72,7226,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,2003,2003,"Gable","CompShg","None",0,"Gd","TA",798,"GasA","Ex","Y","SBrkr",798,842,0,1640,0,0,2,1,3,1,"Gd",6,0,2,595,"TA","TA","Y",0,45,0,0,0,0,NA,6,2008,183000
822,20,"RM",60,6000,"Pave","Pave","Reg","Bnk","AllPub","Inside","Mod","Norm","2fmCon",4,4,1953,1953,"Gable","CompShg","None",0,"Fa","TA",936,"GasA","TA","N","SBrkr",936,0,0,936,0,0,1,0,2,1,"TA",4,0,2,576,"TA","TA","Y",0,32,112,0,0,0,NA,2,2009,93000
823,60,"RL",NA,12394,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,5,2003,2003,"Gable","CompShg","None",0,"Gd","TA",847,"GasA","Ex","Y","SBrkr",847,886,0,1733,0,0,2,1,3,1,"Gd",7,1,2,433,"TA","TA","Y",100,48,0,0,0,0,NA,10,2007,225000
824,50,"RL",60,9900,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,7,1940,1950,"Gable","CompShg","None",0,"TA","TA",778,"GasA","TA","Y","SBrkr",944,545,0,1489,0,0,2,0,3,1,"TA",7,1,1,240,"TA","TA","Y",335,0,0,0,0,0,NA,7,2009,139500
825,20,"FV",81,11216,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2006,2006,"Gable","CompShg","None",0,"Gd","TA",1489,"GasA","Ex","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,1,2,776,"TA","TA","Y",0,140,0,0,0,0,NA,6,2006,232600
826,20,"RL",114,14803,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","PosN","1Fam",10,5,2007,2008,"Hip","CompShg","BrkFace",816,"Ex","TA",2078,"GasA","Ex","Y","SBrkr",2084,0,0,2084,1,0,2,0,2,1,"Ex",7,1,3,1220,"TA","TA","Y",188,45,0,0,0,0,NA,6,2008,NA
827,45,"RM",50,6130,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1924,1950,"Gable","CompShg","None",0,"TA","TA",784,"GasA","Gd","Y","SBrkr",784,0,0,784,1,0,1,0,2,1,"Gd",5,0,0,0,NA,NA,"Y",0,0,116,0,0,0,NA,5,2008,109500
828,20,"RL",65,8529,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2001,2001,"Gable","CompShg","None",0,"Gd","TA",1454,"GasA","Ex","Y","SBrkr",1434,0,0,1434,0,0,2,0,3,1,"Gd",6,1,2,527,"TA","TA","Y",290,39,0,0,0,0,NA,4,2009,189000
829,60,"RL",NA,28698,"Pave",NA,"IR2","Low","AllPub","CulDSac","Sev","Norm","1Fam",5,5,1967,1967,"Flat","Tar&Grv","None",0,"TA","TA",1013,"GasA","TA","Y","SBrkr",1160,966,0,2126,0,1,2,1,3,1,"TA",7,0,2,538,"TA","TA","Y",486,0,0,0,225,0,NA,6,2009,NA
830,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",7,5,2005,2005,"Gable","CompShg","None",0,"Gd","TA",600,"GasA","Ex","Y","SBrkr",520,623,80,1223,0,0,2,1,2,1,"Gd",4,0,2,480,"TA","TA","Y",0,166,0,0,0,0,NA,7,2006,147400
831,20,"RL",80,11900,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,5,1957,1957,"Gable","CompShg","BrkFace",387,"TA","TA",1392,"GasA","TA","Y","FuseA",1392,0,0,1392,1,0,1,1,3,1,"TA",6,2,2,458,"TA","TA","Y",0,0,0,0,192,0,NA,6,2008,NA
832,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",7,5,2005,2005,"Gable","CompShg","None",0,"TA","TA",600,"GasA","Ex","Y","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,0,2,480,"TA","TA","Y",0,166,0,0,0,0,NA,6,2006,151000
833,60,"RL",44,9548,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,6,2003,2003,"Gable","CompShg","BrkFace",223,"Gd","TA",941,"GasA","Ex","Y","SBrkr",941,888,0,1829,1,0,2,1,3,1,"Gd",7,1,2,613,"TA","TA","Y",192,39,0,0,0,0,NA,1,2010,237000
834,20,"RL",100,10004,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1964,1964,"Gable","CompShg","BrkFace",180,"TA","TA",1516,"GasA","TA","Y","SBrkr",1516,0,0,1516,0,0,1,1,3,1,"TA",6,0,2,472,"TA","TA","Y",0,0,0,0,152,0,NA,2,2009,167000
835,20,"RL",75,7875,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1961,1961,"Gable","CompShg","BrkFace",136,"TA","TA",1144,"GasA","Gd","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,0,2,456,"TA","TA","Y",0,0,0,0,0,0,NA,9,2008,NA
836,20,"RL",60,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,7,1950,1995,"Gable","CompShg","None",0,"TA","TA",1067,"GasA","TA","Y","SBrkr",1067,0,0,1067,0,0,2,0,2,1,"Gd",4,0,2,436,"TA","TA","Y",290,0,0,0,0,0,NA,2,2010,128000
837,30,"RM",90,8100,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1948,1973,"Gable","CompShg","None",0,"TA","TA",1559,"GasA","Gd","Y","SBrkr",1559,0,0,1559,1,0,1,0,2,1,"TA",5,0,2,812,"TA","TA","Y",0,116,230,0,0,0,NA,6,2007,NA
838,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",6,5,1973,1973,"Gable","CompShg","BrkFace",158,"TA","TA",483,"GasA","TA","Y","SBrkr",483,504,0,987,1,0,1,1,2,1,"TA",5,0,1,264,"TA","TA","Y",0,0,0,0,0,0,NA,11,2008,100000
839,20,"RL",75,9525,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1995,2006,"Gable","CompShg","None",0,"TA","TA",1099,"GasA","Ex","Y","SBrkr",1099,0,0,1099,0,0,1,1,3,1,"Gd",6,0,1,352,"TA","TA","Y",278,0,0,0,0,0,NA,6,2008,144000
840,50,"RL",70,11767,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1946,1995,"Gable","CompShg","None",0,"TA","TA",768,"GasA","Ex","Y","SBrkr",768,432,0,1200,0,0,1,0,3,1,"TA",6,0,1,240,"TA","TA","Y",0,0,0,0,0,0,NA,5,2008,130500
841,70,"RH",NA,12155,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,8,1925,1950,"Gable","CompShg","None",0,"TA","TA",672,"GasA","TA","N","SBrkr",810,672,0,1482,0,0,2,0,4,1,"Fa",7,0,1,400,"TA","TA","P",0,0,254,0,0,0,NA,3,2008,NA
842,70,"RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,8,1904,2002,"Gable","CompShg","None",0,"TA","TA",650,"GasA","Gd","Y","SBrkr",958,581,0,1539,0,0,2,0,3,1,"Gd",8,1,2,686,"Gd","TA","P",70,78,68,0,0,0,NA,6,2008,157500
843,80,"RL",82,9020,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,7,1966,1966,"Gable","CompShg","BrkFace",183,"TA","TA",1127,"GasA","TA","Y","SBrkr",1165,0,0,1165,1,0,1,1,3,1,"TA",6,0,2,490,"Gd","Gd","Y",0,129,0,0,0,0,NA,5,2008,174900
844,90,"RL",80,8000,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Artery","Duplex",5,4,1961,1961,"Gable","CompShg","None",0,"TA","TA",1800,"GasA","Ex","N","SBrkr",1800,0,0,1800,0,0,2,0,6,2,"TA",10,0,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,7,2007,141000
845,50,"RM",100,12665,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Artery","1Fam",5,8,1915,1950,"Gable","CompShg","None",0,"TA","TA",876,"GasA","Gd","Y","SBrkr",876,540,0,1416,0,0,1,1,4,1,"TA",7,1,3,720,"TA","TA","Y",418,0,194,0,0,0,NA,6,2008,153900
846,85,"RL",NA,16647,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","RRAe","1Fam",5,5,1975,1981,"Gable","CompShg","None",0,"TA","TA",1390,"GasA","TA","Y","SBrkr",1701,0,0,1701,1,0,2,0,3,1,"TA",6,2,2,611,"TA","TA","Y",0,0,0,0,0,0,NA,1,2007,NA
847,60,"RL",75,9317,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1993,1993,"Gable","CompShg","BrkFace",137,"Gd","TA",740,"GasA","Ex","Y","SBrkr",1006,769,0,1775,1,0,2,1,3,1,"Gd",7,1,2,425,"TA","TA","Y",234,72,192,0,0,0,NA,7,2009,NA
848,20,"RL",36,15523,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",5,6,1972,1972,"Gable","CompShg","None",0,"TA","TA",864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,1,1,338,"TA","TA","Y",0,0,0,0,0,0,NA,8,2009,133500
849,50,"RL",75,45600,"Pave",NA,"IR2","Bnk","AllPub","Inside","Gtl","Norm","1Fam",6,8,1908,1997,"Gable","CompShg","None",0,"TA","TA",907,"GasA","TA","Y","SBrkr",1307,1051,0,2358,0,0,3,0,5,1,"TA",10,1,2,360,"Fa","TA","Y",486,40,0,0,175,0,NA,9,2008,240000
850,80,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Feedr","1Fam",6,7,1976,1994,"Hip","CompShg","BrkFace",360,"Gd","Gd",528,"GasA","Ex","Y","SBrkr",1094,761,0,1855,0,0,2,1,3,1,"TA",7,1,2,512,"TA","TA","Y",113,100,0,0,0,0,NA,8,2007,187000
851,120,"RM",36,4435,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,2003,2003,"Gable","CompShg","BrkFace",170,"Gd","TA",848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,0,2,420,"TA","TA","Y",140,0,0,0,0,0,NA,11,2007,131500
852,120,"RL",NA,3196,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",8,5,2003,2003,"Gable","CompShg","BrkFace",40,"Gd","TA",1273,"GasA","Ex","Y","SBrkr",1456,0,0,1456,0,0,2,0,2,1,"Gd",7,1,2,400,"TA","TA","Y",143,20,0,0,0,0,NA,5,2006,215000
853,75,"RL",53,7128,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1941,1950,"Gable","CompShg","None",0,"TA","Gd",918,"GasA","Gd","Y","SBrkr",918,728,0,1646,0,0,2,0,4,1,"TA",7,2,1,240,"TA","TA","Y",0,0,0,0,126,0,NA,8,2007,164000
854,80,"RL",NA,12095,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,6,1964,1964,"Gable","CompShg","BrkFace",115,"TA","Gd",1127,"GasA","TA","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,"TA",7,1,2,645,"TA","TA","Y",180,0,0,0,0,0,NA,8,2009,158000
855,20,"RL",102,17920,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,4,1955,1974,"Hip","CompShg","None",0,"TA","TA",1763,"GasA","TA","Y","SBrkr",1779,0,0,1779,1,0,1,1,3,1,"TA",6,1,2,454,"TA","TA","Y",0,418,0,0,312,0,NA,7,2006,170000
856,20,"RL",NA,6897,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,8,1962,2010,"Gable","CompShg","None",0,"TA","Gd",1040,"GasA","Ex","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"TA",6,0,1,260,"TA","TA","Y",0,104,0,0,0,0,NA,4,2010,127000
857,80,"RL",NA,10970,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","Norm","1Fam",6,6,1978,1978,"Gable","CompShg","None",0,"TA","TA",940,"GasA","TA","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"TA",5,0,2,576,"TA","Fa","Y",0,0,34,0,0,0,NA,10,2008,147000
858,60,"RL",65,8125,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1994,1995,"Gable","CompShg","None",0,"TA","TA",702,"GasA","Gd","Y","SBrkr",702,779,0,1481,0,0,2,1,3,1,"TA",6,1,2,343,"TA","TA","Y",0,36,0,0,0,0,NA,3,2009,174000
859,20,"RL",80,10400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1976,1976,"Gable","CompShg","BrkFace",189,"TA","TA",1090,"GasA","TA","Y","SBrkr",1370,0,0,1370,0,0,2,0,3,1,"TA",6,1,2,479,"TA","TA","Y",0,0,0,0,0,0,NA,6,2009,152000
860,60,"RL",NA,11029,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","PosA","1Fam",6,7,1968,1984,"Gable","CompShg","BrkFace",220,"TA","TA",1054,"GasA","TA","Y","SBrkr",1512,1142,0,2654,1,0,2,1,4,1,"Gd",9,1,2,619,"TA","TA","Y",0,65,0,0,222,0,NA,8,2006,250000
861,50,"RL",55,7642,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,8,1918,1998,"Gable","CompShg","None",0,"Gd","TA",912,"GasA","Gd","Y","SBrkr",912,514,0,1426,0,0,1,1,3,1,"Gd",7,1,1,216,"TA","TA","Y",0,240,0,0,0,0,NA,6,2007,NA
862,190,"RL",75,11625,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","2fmCon",5,4,1965,1965,"Hip","CompShg","None",0,"TA","TA",1039,"GasA","Ex","Y","SBrkr",1039,0,0,1039,1,0,1,1,3,1,"TA",6,0,2,504,"TA","TA","Y",0,0,0,0,0,0,NA,4,2010,131500
863,20,"RL",81,9672,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,5,1984,1985,"Hip","CompShg","None",0,"TA","TA",1040,"GasA","TA","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"TA",6,0,2,480,"TA","TA","Y",0,0,0,0,0,0,NA,5,2010,152000
864,20,"RL",70,7931,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1959,1959,"Hip","CompShg","None",0,"TA","TA",1148,"GasA","TA","Y","SBrkr",1148,0,0,1148,1,0,1,0,3,1,"TA",6,0,1,672,"TA","TA","Y",0,0,0,0,0,0,NA,7,2009,132500
865,20,"FV",72,8640,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2007,2008,"Gable","CompShg","None",0,"Gd","TA",1372,"GasA","Ex","Y","SBrkr",1372,0,0,1372,0,0,2,0,3,1,"Gd",6,0,2,529,"TA","TA","Y",0,140,0,0,0,0,NA,5,2008,250580
866,20,"RL",NA,8750,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1970,1970,"Gable","CompShg","BrkFace",76,"TA","TA",1002,"GasA","TA","Y","SBrkr",1002,0,0,1002,1,0,1,0,3,1,"TA",5,0,2,902,"TA","TA","Y",0,0,0,0,0,0,NA,8,2009,148500
